,CompanyName:,BusinessintheStateof:,HIOSIssuerID:,MEMBER_MONTHS_INDIVIDUAL:,MEMBER_MONTHS_SMALL_GROUP,EXPECTED_REINSURANCE,EXPECTED_RISK_ADJUSTMENT_INDIVIDUAL,EXPECTED_RISK_ADJUSTMENT_SMALL_GROUP,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE),"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)",HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET),Not-For-Profit:,Premium,Loss1,Loss2,Loss3,Loss4
219,"Humana Health Plan, Inc.",Kentucky,15411,301919.0,547482.0,7877805.71,1152387.48,-1929958.7,"$7,877,805.71 ","$1,152,387.48 ","($1,929,958.70)",No,74222890.32,64919042.08,7350752.92,478062.23,1221.0
220,Union Fidelity Life Insurance Company,Tennessee,15419,,,,,,,,,No,,,,,
221,Liberty Mutual Insurance Company,Maryland,15424,,,,,,,,,No,,,,,
222,"Coventry Health Care of Nebraska, Inc.",Nebraska,15438,45293.0,127745.0,2189015.61,1102852.31,-43854.15,"$2,189,015.61 ","$1,102,852.31 ","($43,854.16)",No,15681616.59,13137899.13,1234378.8,74369.52,0.0
223,Symetra Life Insurance Company,Colorado,15474,,,,,,,,,No,,,,,
224,United American Insurance Co,Nebraska,15515,,,,,,,,,No,0.0,0.0,,,
225,"Humana Health Plan, Inc.",Arkansas,15517,,,,,,,,,No,0.0,0.0,,,
226,Standard Security Life Insurance Company of New York,Arkansas,15540,0.0,55.0,,,,,,,No,0.0,0.0,0.0,,
227,Blue Cross Blue Shield of Michigan Mutual Insurance Company,Michigan,15560,2056894.0,2504910.0,104173592.8,67492960.0,13529304.35,"$104,173,592.81 ","$67,492,960.02 ","$13,529,304.35 ",Yes,789385339.2,647127004.9,188488791.0,4350828.192,0.0
228,Guarantee Trust Life Insurance Co.,Wyoming,15566,0.0,,,,,,,,No,0.0,,,,
229,Union Fidelity Life Insurance Company,Pennsylvania,15569,,,,,,,,,No,,,,,
230,"Piedmont Community HealthCare, Inc.",Virginia,15668,,14549.0,,,,N/E,$-,"$342,665.34 ",No,0.0,0.0,,,
231,Celtic Insurance Company,New Jersey,15696,1.0,,0.0,0.0,,,,,No,2179.0,0.0,0.0,0.0,0.0
232,Globe Life and Accident Insurance Co,Idaho,15775,,,,,,,,,No,0.0,0.0,,,
233,PacifiCare Life and Health Insurance Co,Wyoming,15820,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
234,The Guardian Life Insurance Company of America,Florida,15833,489.0,,,,,,,,No,36295.0,99397.7432,,,
235,Medica Health Plans,Minnesota,15847,2752.0,0.0,,,,,,,Yes,2471235.94,4480332.17,,,
236,Independence American Insurance Company,Kansas,15914,,,,,,,,,No,0.0,0.0,0.0,,
237,PacifiCare Life and Health Insurance Co,Louisiana,15960,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
238,Celtic Insurance Company,Hawaii,15978,0.0,,0.0,0.0,,,,,No,0.0,0.0,0.0,0.0,0.0
239,Humana Insurance Company,Florida,15980,340137.0,,525858.0,427146.34,,"$525,858.00 ","$483,961.79 ",$-,No,62910112.79,44168143.43,4066057.07,448966.85,1860.0
240,TransAmerica Premier Life Insurance,Tennessee,16000,,,,,,,,,No,0.0,0.0,,,
241,Standard Security Life Insurance Company of New York,Oklahoma,16027,11.0,3.0,,,,,,,No,464.0,0.0,0.0,,
242,All Savers Insurance Company,Missouri,16049,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
243,"Anthem Health Plans of Virginia, Inc.",Virginia,16064,2049418.0,1383390.0,0.0,0.0,6936086.0,N/E,$-,"$6,936,085.85 ",No,516918429.0,412288187.5,56768595.55,9043755.433,0.0
244,Coventry Health & Life Insurance Company,Pennsylvania,16072,165303.0,5315.0,0.0,0.0,0.0,,,,No,30060486.0,27143497.26,2174111.41,171056.71,0.0
245,American National Insurance Company,Virginia,16146,208.0,,0.0,0.0,,,,,No,43085.16942,53485.3766,,,0.0
246,PacifiCare Life and Health Insurance Co,New Jersey,16182,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
247,TransAmerica Premier Life Insurance,Florida,16185,12.0,,,,,,,,No,104.0,-5231.0,,,
248,Union Security Insurance Company,Kansas,16201,0.0,68.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
249,"Coordinated Health Mutual, Inc.",Ohio,16204,19320.0,23358.0,929483.0,-1262070.0,-2121774.0,"$929,483.49 ","($1,262,069.95)","($2,121,774.30)",Yes,5254135.0,6902111.0,,,
250,Group Health Cooperative of Eau Claire,Wisconsin,16245,13.0,12792.0,,,,,,,Yes,23384.0,389.0,,,
251,The Prudential Insurance Company of America,Connecticut,16276,,,,,,,,,No,,,,,
252,American Income Life Insurance Co,Oregon,16319,,,,,,,,,No,0.0,0.0,,,
253,"UPMC Health Options, Inc.",Pennsylvania,16322,7694.0,1607798.0,24575.39,-3587.19,3575646.12,"$24,575.39 ","($3,587.19)","$3,575,646.12 ",No,2416438.2,4487507.78,1113116.0,102322.0,
254,TRH Health Insurance Company,Tennessee,16348,804629.0,,,,,,,,No,159643668.0,143208105.0,14252235.0,401976.0,
255,American Heritage Life Insurance Company,Montana,16478,,,,,,,,,No,0.0,0.0,,,
256,"UPMC Health Network, Inc.",Pennsylvania,16481,5614.0,26106.0,921883.53,541631.59,1137929.73,"$921,883.53 ","$541,631.59 ","$1,137,929.73 ",Yes,4045294.12,3855640.91,1120299.0,102983.0,
257,Unified Life Insurance Company,Michigan,16485,0.0,,0.0,0.0,,,,,No,0.0,0.0,0.0,0.0,0.0
258,Philadelphia American Life Insurance Company,Alaska,16540,,,,,,,,,No,,,,,
259,The Guardian Life Insurance Company of America,Minnesota,16596,220.0,,,,,,,,No,7608.0,66517.8404,,,
260,Celtic Insurance Company,Montana,16621,7.0,,0.0,-586.8,,$0.00 ,($586.80),$-,No,26998.2,4669.235288,0.0,0.0,0.0
261,Trustmark Life Insurance Company,Iowa,16652,,872.0,,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
262,"Madison National Life Insurance Company, Inc.",Georgia,16661,1415.0,2405.0,,,,,,,No,216278.0,142356.0,26118.0,,
263,The Prudential Insurance Company of America,Nevada,16685,,,,,,,,,No,,,,,
264,Prominence HealthFirst,Nevada,16698,41120.0,83744.0,3231610.0,542628.0,-844788.0,"$3,231,609.73 ","$542,628.00 ","($844,787.93)",No,23971455.53,20058272.0,2612304.0,54244.51,
265,"UnitedHealthcare of the Midwest, Inc.",Illinois,16724,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
266,Unimerica Insurance Company,Alabama,16726,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
267,Globe Life and Accident Insurance Co,Maine,16740,,,,,,,,,No,0.0,0.0,,,
268,American Heritage Life Insurance Company,Utah,16830,,,,,,,,,No,0.0,0.0,,,
269,Globe Life and Accident Insurance Co,Florida,16836,,,,,,,,,No,0.0,0.0,,,
270,"Blue Cross and Blue Shield of Florida, Inc.",Florida,16842,5946938.0,2327073.0,265367761.0,195610300.2,4537167.0,"$265,367,761.31 ","$221,628,751.90 ","$4,537,166.63 ",No,2426326781.0,2007392657.0,385319142.0,18868441.69,0.0
271,Golden Rule Insurance Company,Oklahoma,16900,170412.0,0.0,0.0,0.0,0.0,,,,No,35352549.31,29669933.58,3151034.79,414024.06,-0.06
272,Unified Life Insurance Company,Missouri,16943,0.0,,0.0,0.0,,,,,No,0.0,0.0,0.0,0.0,0.0
273,New York Life Insurance Company,District of Columbia,16954,0.0,,,,,,,,No,-3600.6440009999997,-22482.86,,,
274,Transamerica Life Insurance Company,Alabama,16961,,,,,,,,,No,,,,,
275,American Income Life Insurance Co,Hawaii,16979,,,,,,,,,No,0.0,0.0,,,
276,Companion Life Insurance Company,Alabama,17017,15112.0,,,,,,,,No,479439.0,299400.0,141597.0,,
277,Nippon Life Insurance Company of America,Tennessee,17032,,2737.0,,,-26949.33,N/E,$-,"($26,949.33)",No,,,,,
278,All Savers Insurance Company,Oregon,17039,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
279,Liberty Mutual Insurance Company,Colorado,17060,,,,,,,,,No,,,,,
280,Liberty Mutual Insurance Company,Louisiana,17086,,,,,,,,,No,,,,,
281,AMERICAN FIDELITY ASSURANCE COMPANY,Oklahoma,17118,,,,,,,,,No,,,,,
282,New York Life Insurance Company,Washington,17148,0.0,,,,,,,,No,-16955.91602,27257.86,,0.0,0.0
283,American National Life Insurance Company of Texas,Missouri,17153,1395.0,,0.0,0.0,,,,,No,451043.3,267245.37,,,0.0
284,Standard Life and Accident Insurance Company,Utah,17155,332.0,,0.0,0.0,,,,,No,25636.72,38624.85,,,0.0
285,American Income Life Insurance Co,Delaware,17159,,,,,,,,,No,0.0,0.0,,,
286,Aetna Life Insurance Company,New York,17210,57833.0,1109892.0,14663439.86,14979978.61,-61490126.11,"$14,885,554.32 ","$14,975,558.90 ","($62,207,250.53)",No,61096541.43,60811431.43,12575653.71,940080.21,678963.5
287,Golden Rule Insurance Company,Nevada,17255,176987.0,0.0,0.0,0.0,0.0,,,,No,31472849.14,25769598.3,4601430.33,637688.12,2.73
288,New Era Life Insurance Company,Connecticut,17288,,,,,,,,,No,,,,,
289,PacifiCare Life and Health Insurance Co,Arkansas,17337,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
290,United Healthcare Life Insurance Company,Florida,17341,63489.0,0.0,7942642.06,5751062.82,0.0,"$7,942,642.06 ","$6,516,021.26 ",$-,No,42365661.19,41159963.06,8661732.27,1101121.03,6565.8
291,Medical Benefits Mutual Life Insurance Co.,Michigan,17363,,,,,,,,,No,,,,,
292,Companion Life Insurance Company,Georgia,17382,26505.0,465.0,,,,,,,No,819562.0,513000.0,242616.0,,
293,American Income Life Insurance Co,Rhode Island,17411,,,,,,,,,No,0.0,0.0,,,
294,Trustmark Life Insurance Company,Alabama,17421,,257.0,,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
295,Globe Life and Accident Insurance Co,Vermont,17424,,,,,,,,,No,0.0,0.0,,,
296,The Guardian Life Insurance Company of America,Arizona,17454,84.0,,,,,,,,No,8140.0,2233.9664,,,
297,American Family Mutual Insurance Company,Minnesota,17473,6829.0,,,,,,,,No,1873922.0,2507143.0,15811.0,,
298,Unified Life Insurance Company,Vermont,17481,0.0,,0.0,0.0,,,,,No,0.0,0.0,0.0,0.0,0.0
299,MAMSI Life and Health Insurance Company,District of Columbia,17498,0.0,2856.0,0.0,0.0,0.0,,,,No,3649.32,1512.18,0.0,0.0,0.0
300,Mid-West National Life Insurance Company of Tennessee,Illinois,17526,27005.0,1.0,0.0,0.0,0.0,,,,No,8917399.0,5340877.27,206728.9953,72149.72277000001,444.46
301,The Guardian Life Insurance Company of America,Alabama,17540,60.0,,,,,,,,No,2765.0,3869.3032,,,
302,State Farm Mutual Automobile Insurance Company,Maine,17564,165.0,0.0,0.0,0.0,0.0,,,,No,49122.03,65800.87,0.0,0.0,0.0
303,"Anthem Insurance Companies, Inc.",Indiana,17575,1656793.0,2119317.0,63611127.94,-35299048.0,6066803.04,"$63,611,127.93 ","($35,299,047.70)","$5,862,596.41 ",No,619068691.7,473768725.8,67852008.45,6535261.123,0.0
304,American Heritage Life Insurance Company,Nebraska,17589,,,,,,,,,No,0.0,0.0,,,
305,TransAmerica Premier Life Insurance,Michigan,17594,,,,,,,,,No,0.0,0.0,,,
306,Companion Life Insurance Company,Oklahoma,17595,1248.0,,,,,,,,No,28279.0,8976.0,4829.0,,
307,Life of America,Utah,17655,36.0,,,,,,,,No,3112.0,0.0,,,
308,Reliance Standard Life Insurance Company,Maryland,17684,,,,,,,,,No,0.0,0.0,,,
309,Humana Insurance Company,South Carolina,17808,14566.0,109.0,2760.15,24910.64,-3229.79,"$2,760.15 ","$24,910.64 ","($3,229.79)",No,3997720.41,4017044.401,197174.21,15288.77,121.0
310,"Sierra Health and Life Insurance Company, Inc.",Pennsylvania,17857,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
311,BEST Life and Health Insurance Company,California,17875,,,,,,,,,No,,,,,
312,"Sierra Health and Life Insurance Company, Inc.",West Virginia,17876,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
313,American General Life Insurance Company,Maryland,17886,12.0,,,,,,,,No,45.0,7.0,,,
314,Reliance Standard Life Insurance Company,Louisiana,17940,,,,,,,,,No,0.0,0.0,,,
315,AMERICAN FIDELITY ASSURANCE COMPANY,Georgia,17991,0.0,,,,,,,,No,,,,,
316,Unimerica Insurance Company,Mississippi,18010,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
317,Independent Health Benefits Corporation,New York,18029,37626.0,482984.0,2866729.0,6206051.0,4431711.0,"$2,847,602.18 ","$6,203,465.48 ","$4,211,250.12 ",Yes,22941875.0,18421973.0,4427991.0,299233.0,0.0
318,Connecticut General Life Insurance Company,Missouri,18032,12.0,0.0,0.0,0.0,0.0,,,,No,-41.0,-5101.0,0.0,0.0,0.0
319,Trustmark Insurance Company,Minnesota,18102,,,,,,,,,No,,,,,
320,MOLINA HEALTHCARE OF CALIFORNIA,California,18126,71865.0,,950343.0,-9072047.0,,"$950,343.48 ","($9,072,047.23)",$-,No,12868821.0,8163374.0,548200.0,31524.0,0.0
321,Molina Healthcare of Utah,Utah,18167,2085.0,,96992.0,311802.0,,"$96,992.14 ","$311,802.19 ",$-,No,918343.2744,907059.0,119462.0,4430.0,0.0
322,American Alternative Insurance Corporation,Georgia,18201,,1444.0,,,,,,,No,,,,,
323,United Teachers Associates,Tennessee,18226,12.0,,,,,,,,No,,-27.0,,,
324,Standard Life and Accident Insurance Company,California,18240,36.0,,0.0,0.0,,,,,No,1316.19,2794.43,,,0.0
325,The Prudential Insurance Company of America,Oregon,18280,,,,,,,,,No,,,,,
326,United Teachers Associates,Vermont,18321,,,,,,,,,No,0.0,0.0,,,
327,Hawaii Medical Service Association,Hawaii,18350,207688.0,1093845.0,13001803.0,6650637.0,3044739.0,"$13,001,803.35 ","$10,430,372.28 ","$5,740,424.58 ",Yes,78383266.0,70996892.0,7906155.0,934352.0,
328,American General Life Insurance Company,Virginia,18355,3426.0,,,,,,,,No,13509.0,-2304.0,,,
329,Pekin Life Insurance Company,Illinois,18389,114.0,39821.0,,,-52688.0,N/E,$-,"($52,688.31)",No,2258.0,5045.0,,,
330,Connecticut General Life Insurance Company,Montana,18409,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,-36.0,0.0,0.0,0.0
331,Companion Life Insurance Company,Maryland,18473,,,,,,,,,No,0.0,0.0,,,
332,Freedom Life Insurance Company of America,Iowa,18492,1100.0,,0.0,0.0,,,,,No,314396.0,185050.0,414.9683695,0.0,0.0
333,American Family Mutual Insurance Company,Idaho,18519,0.0,,,,,,,,No,0.0,0.0,,,
334,"Blue Cross and Blue Shield of Kansas, Inc.",Kansas,18558,650169.0,1305258.0,25958566.0,7698173.0,1056775.0,"$25,958,565.69 ","$7,698,173.07 ","$1,056,774.58 ",Yes,252054302.0,235999821.0,29546433.0,3246263.0,
335,Community Health Plan of Washington,Washington,18581,30774.0,,9099895.43,11449602.2,,"$9,099,895.43 ","$11,449,602.20 ",$-,No,33338893.63,30333327.0,6183643.0,-76030.0,0.0
336,Unimerica Insurance Company,Delaware,18582,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
337,Aetna Health Inc. (a Florida corporation),Florida,18628,404615.0,883049.0,1205126.79,-525058.02,389940.41,"$1,205,126.79 ","($525,058.02)","$389,940.41 ",No,94354317.74,71993704.55,23714181.41,1806686.61,2543.88
338,New York Life Insurance Company,New Hampshire,18656,0.0,,,,,,,,No,-7174.353856000001,30215.0,,0.0,0.0
339,American States Insurance Company,Minnesota,18696,,,,,,,,,No,,46225.46,,,
340,UnitedHealthcare Insurance Company,Washington,18699,773.0,262176.0,0.0,-220955.67,-4469068.93,N/E,$-,"($4,690,024.61)",No,62690.13,424179.57,129398.53,6154.77,1.08
341,Golden Rule Insurance Company,Nebraska,18781,189336.0,0.0,0.0,0.0,0.0,,,,No,36235199.75,29014164.17,3600734.3,339377.15,0.75
342,Trustmark Insurance Company,Delaware,18791,,,,,,,,,No,,,,,
343,Connecticut General Life Insurance Company,Maine,18804,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,-845.0,0.0,0.0,0.0
344,Transamerica Life Insurance Company,Colorado,18808,,,,,,,,,No,,,,,
345,Transamerica Life Insurance Company,California,18846,,,,,,,,,No,,,,,
346,American General Life Insurance Company,Delaware,18878,0.0,,,,,,,,No,0.0,0.0,,,
347,American Alternative Insurance Corporation,Indiana,18895,,10076.0,,,,,,,No,,,,,
348,"Coventry Healthcare of Iowa, Inc",Iowa,18973,363736.0,73989.0,13395052.4,-9236606.28,-142786.85,"$13,395,052.40 ","($9,236,606.28)","($142,786.86)",No,102730494.3,115208838.0,12157329.77,745106.72,0.0
349,National Foundation Life Insurance Company,Kansas,19013,1491.0,,0.0,0.0,,,,,No,377545.8001,190061.0,0.0,0.0,0.0
350,Reserve National Insurance Company,Ohio,19018,,,,,,,,,No,0.0,0.0,,,
351,Federated Mutual Insurance Company,Texas,19046,0.0,42925.0,0.0,0.0,-727599.82,N/E,$-,"($727,599.82)",No,0.0,0.0,0.0,0.0,0.0
352,Time Insurance Company,Pennsylvania,19068,98176.0,10071.0,4662824.0,1461480.0,-220046.0,"$4,662,824.37 ","$1,461,479.59 ","($220,045.83)",No,31165898.0,27582910.0,2675313.0,185935.0,-2716.0
353,Trustmark Life Insurance Company,Maryland,19089,,0.0,,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
354,Golden Rule Insurance Company,Massachusetts,19101,48.0,0.0,0.0,0.0,0.0,,,,No,12260.42,40663.84,0.0,0.0,40288.35
355,All Savers Insurance Company,Minnesota,19112,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
356,United American Insurance Co,Alaska,19136,,,,,,,,,No,0.0,0.0,,,
357,Trustmark Insurance Company,Nevada,19166,,,,,,,,,No,,,,,
358,BCS Insurance Company,Ohio,19190,,,,,,,,,No,,,,,
359,KPS Health Plans,Washington,19194,0.0,191.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
360,American Income Life Insurance Co,Nevada,19250,,,,,,,,,No,0.0,0.0,,,
361,Trustmark Life Insurance Company,Illinois,19253,,3562.0,,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
362,The Prudential Insurance Company of America,New Jersey,19292,,,,,,,,,No,,,,,
363,Aetna Health Inc. (a Pennsylvania corporation),Nevada,19298,61.0,19627.0,0.0,0.0,8660.02,N/E,$-,"$8,649.73 ",No,17805.95,13086.15,12630.25,2980.84,0.0
364,The United States Life Ins. Co. in the City of New York,Kentucky,19306,2816.0,,,,,,,,No,132622.0,87953.0,0.0,0.0,0.0
365,Globe Life and Accident Insurance Co,New Hampshire,19341,,,,,,,,,No,0.0,0.0,,,
366,UnitedHealthcare Insurance Company of New York,Florida,19391,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
367,State Farm Mutual Automobile Insurance Company,Texas,19455,4553.0,0.0,0.0,0.0,0.0,,,,No,2490583.3,1406271.0,0.0,0.0,0.0
368,Cigna Health and Life Insurance Company,Minnesota,19482,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,-740.0,0.0,0.0,0.0
369,American Progressive Life & Health Insurance Company of New York,Connecticut,19489,36.0,,,,,,,,No,124.46,62.33645989,,,
370,New York Life Insurance Company,Mississippi,19492,0.0,,,,,,,,No,-26545.108369999998,4018.29,,0.0,0.0
371,Time Insurance Company,Kentucky,19503,44888.0,7273.0,2528455.0,1786737.0,196961.0,"$2,528,454.66 ","$1,786,736.84 ","$196,961.32 ",No,13495609.0,13511722.0,1734743.0,105995.0,-308.0
372,Liberty National Life Insurance Co,Arizona,19509,,,,,,,,,No,0.0,0.0,,,
373,Golden Rule Insurance Company,New Hampshire,19517,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,-237.43,0.0,0.0,0.0
374,Time Insurance Company,Nebraska,19524,80452.0,33556.0,2775559.0,654497.0,128515.0,"$2,775,559.37 ","$654,497.47 ","$128,514.67 ",No,25734316.0,20058502.0,1653535.0,140723.0,0.0
375,Mid-West National Life Insurance Company of Tennessee,North Dakota,19525,0.0,0.0,0.0,0.0,0.0,,,,No,-104.0,75.65160841,113.70728259999998,38.05567424,0.0
376,Unified Life Insurance Company,Texas,19547,48.0,,0.0,0.0,,,,,No,8057.0488780000005,885.0099255000001,0.0,0.0,0.0
377,"HMO Louisiana, Inc.",Louisiana,19636,337975.0,562886.0,11532268.0,-12245987.0,-674764.0,"$11,532,268.15 ","($12,245,987.34)","($674,763.59)",No,125929486.0,107922906.0,24895647.0,2396051.0,
378,PacifiCare Life and Health Insurance Co,Idaho,19652,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
379,The United States Life Ins. Co. in the City of New York,Hawaii,19706,4144.0,,,,,,,,No,173604.0,104098.0,0.0,0.0,0.0
380,Molina Healthcare of New Mexico,New Mexico,19722,18034.0,,325294.0,685620.0,,"$325,293.64 ","$685,619.88 ",$-,No,5888899.85,4244028.0,788728.0,41587.0,0.0
381,"Humana Insurance of Puerto Rico, Inc.",Puerto Rico,19728,301.0,110013.0,,,,,,,No,39728.41,26508.16,4327.58,307.4,329.0
382,Kanawha Insurance Company ,South Dakota,19841,,,,,,,,,No,-378.0,7560.0,,,
383,Mutual of Omaha Insurance Company,Connecticut,19846,,,,,,,,,No,,,,,
384,Coventry Health & Life Insurance Company,Arkansas,19871,229.0,3651.0,0.0,-4414.53,-44702.7,,,,No,44808.47,16199.61,8848.25,556.32,0.0
385,"AvMed, Inc.",Florida,19898,114237.0,380802.0,1841558.0,1072841.34,-3118661.5,"$1,841,557.61 ","$1,215,541.75 ","($3,118,661.50)",Yes,31522635.34,23869035.0,2116638.0,51750.0,0.0
386,AMERICAN FIDELITY ASSURANCE COMPANY,North Dakota,19903,,,,,,,,,No,,,,,
387,United American Insurance Co,Iowa,19905,,,,,,,,,No,0.0,0.0,,,
388,Freedom Life Insurance Company of America,Louisiana,19913,208.0,,0.0,72093.0,,$0.00 ,"$72,093.27 ",$-,No,140859.0,249639.0,0.0,0.0,0.0
389,Golden Rule Insurance Company,Mississippi,19951,165303.0,0.0,0.0,0.0,0.0,,,,No,34317448.77,21392090.17,2997390.91,330463.89,0.0
390,Humana Insurance Company,Kansas,19968,65146.0,183283.0,385045.35,97760.97,-291686.41,"$385,045.35 ","$97,760.97 ","($291,686.41)",No,11788433.95,9476517.522,1600326.54,117885.72,392.0
391,Thrivent Financial for Lutherans,Alabama,20014,,,,,,,,,No,,,,,
392,Trustmark Life Insurance Company,Pennsylvania,20037,,189.0,,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
393,Reserve National Insurance Company,Iowa,20063,,,,,,,,,No,0.0,0.0,,,
394,Health Net Life Insurance Company,Wisconsin,20072,,,,,,,,,No,0.0,0.0,,,
395,Unimerica Insurance Company,Kentucky,20073,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
396,AMERICAN FIDELITY ASSURANCE COMPANY,Missouri,20081,85.0,,,,,,,,No,,,,,
397,Standard Life and Accident Insurance Company,Idaho,20088,12.0,,0.0,0.0,,,,,No,809.28,1964.52,,,0.0
398,HealthSpan Integrated Care,Ohio,20126,90538.0,122878.0,2879589.0,-9566204.0,-3621912.0,"$2,879,588.73 ","($9,566,203.90)","($3,621,911.77)",Yes,30258313.0,27408056.0,2645218.0,234666.0,0.0
399,Companion Life Insurance Company,Arizona,20128,18051.0,,,,,,,,No,1218754.0,840099.0,360685.0,,
400,"Health Alliance Medical Plans, Inc.",Illinois,20129,200255.0,251994.0,4530888.0,2597374.0,-998964.0,"$4,523,529.04 ","$2,597,374.35 ","($998,963.73)",No,70948185.41,64550679.0,8223753.0,493747.0,0.0
401,HealthPartners Insurance Company,Wisconsin,20173,82.0,65686.0,,,,N/E,$-,"$31,748.61 ",No,46000.0,79000.0,9000.0,1000.0,
402,Philadelphia American Life Insurance Company,South Carolina,20212,40.0,,,,,,,,No,6266.0,493.0,,,
403,The Prudential Insurance Company of America,North Carolina,20248,,,,,,,,,No,,,,,
404,Thrivent Financial for Lutherans,West Virginia,20290,,,,,,,,,No,,,,,
405,Mutual of Omaha Insurance Company,North Carolina,20294,,,,,,,,,No,,,,,
406,United Teachers Associates,Arkansas,20338,0.0,,,,,,,,No,0.0,0.0,0.0,0.0,0.0
407,Unified Life Insurance Company,Connecticut,20347,0.0,,0.0,0.0,,,,,No,0.0,0.0,0.0,0.0,0.0
408,McLaren Health Plan,Michigan,20393,80642.0,123749.0,1865110.37,-275687.0,480378.0,"$1,865,110.37 ","($275,686.71)","$480,378.30 ",Yes,21831966.37,19770500.93,3997387.88,,
409,Cigna Health and Life Insurance Company,Hawaii,20427,1.0,0.0,0.0,0.0,0.0,,,,No,461.0,-690.0,0.0,0.0,0.0
410,American Family Mutual Insurance Company,Kansas,20467,739.0,,,,,,,,No,278233.0,79874.0,2129.0,,
411,"Colorado Health Insurance Cooperative, Inc.",Colorado,20472,144312.0,1277.0,19571826.0,-4393875.95,-97502.97,"$19,571,825.50 ","($4,393,875.95)","($97,502.97)",Yes,75699515.7,67902479.91,11591911.0,,
412,American Republic Insurance Company,Kansas,20483,,,,,,,,,No,,,,,
413,National Foundation Life Insurance Company,Wisconsin,20495,60.0,,0.0,0.0,,,,,No,7535.0,4442.0,0.0,0.0,0.0
414,The United States Life Ins. Co. in the City of New York,Iowa,20498,1843.0,,,,,,,,No,59819.0,34473.0,0.0,0.0,0.0
415,Optima Health Plan,Virginia,20507,199052.0,546331.0,14833381.0,19660297.0,1872934.0,"$14,833,380.88 ","$19,660,297.48 ","$1,872,934.03 ",Yes,104997620.0,103007596.0,29922298.0,109045.0,0.0
416,Thrivent Financial for Lutherans,Mississippi,20515,,,,,,,,,No,,,,,
417,Aetna Health of California Inc.,California,20523,4418.0,919142.0,0.0,0.0,-23451290.19,N/E,$-,"($23,489,767.02)",No,2132725.05,3347533.76,920686.73,115737.25,0.0
