,Unnamed: 0_x,CompanyName:_x,BusinessintheStateof:_x,HIOSIssuerID:,MEMBER_MONTHS_INDIVIDUAL:_x,MEMBER_MONTHS_SMALL_GROUP_x,EXPECTED_REINSURANCE_x,EXPECTED_RISK_ADJUSTMENT_INDIVIDUAL_x,EXPECTED_RISK_ADJUSTMENT_SMALL_GROUP_x,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE)_x,"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)_x",HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET)_x,Not-For-Profit:_x,Premium_x,Loss1_x,Loss2_x,Loss3_x,Loss4_x,TotalProfitPMM,CompanyName:_y,BusinessintheStateof:_y,MEMBER_MONTHS_INDIVIDUAL:_y,MEMBER_MONTHS_SMALL_GROUP_y,EXPECTED_REINSURANCE_y,EXPECTED_RISK_ADJUSTMENT_INDIVIDUAL_y,EXPECTED_RISK_ADJUSTMENT_SMALL_GROUP_y,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE)_y,"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)_y",HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET)_y,Not-For-Profit:_y,Premium_y,Loss1_y,Loss2_y,Loss3_y,Loss4_y,DifferenceInIRAPMM
209,240,TransAmerica Premier Life Insurance,Tennessee,16000,,,,,,,,,No,0,0,,,,#DIV/0!,TransAmerica Premier Life Insurance,Tennessee,,,,,,,,,No,0,0,,,,#DIV/0!
210,242,All Savers Insurance Company,Missouri,16049,0,0,0,0,0,,,,No,0,0,0,0,0,#DIV/0!,All Savers Insurance Company,Missouri,299911,0,10198103.34,-10361029.92,0,"$10,203,410.75 ","($10,361,029.92)",,No,110660724.1,109717536.7,12564355.38,2910675.57,2415.14,#DIV/0!
215,248,Union Security Insurance Company,Kansas,16201,0,68,0,0,0,,,,No,0,0,0,0,0,#DIV/0!,Union Security Insurance Company,Kansas,0,0,0,0,0,,,,No,0,0,0,0,0,#DIV/0!
218,251,The Prudential Insurance Company of America,Connecticut,16276,,,,,,,,,No,,,,,,#DIV/0!,The Prudential Insurance Company of America,Connecticut,,,,,,,,,No,,,,,,#DIV/0!
219,252,American Income Life Insurance Co,Oregon,16319,,,,,,,,,No,0,0,,,,#DIV/0!,American Income Life Insurance Co,Oregon,,,,,,,,,No,0,0,,,,#DIV/0!
222,255,American Heritage Life Insurance Company,Montana,16478,,,,,,,,,No,0,0,,,,#DIV/0!,American Heritage Life Insurance Company,Montana,,,,,,,,,No,0,0,,,,#DIV/0!
224,257,Unified Life Insurance Company,Michigan,16485,0,,0,0,,,,,No,0,0,0,0,0,#DIV/0!,Unified Life Insurance Company,Michigan,0,,0,0,,,,,No,0,0,0,0,0,#DIV/0!
225,258,Philadelphia American Life Insurance Company,Alaska,16540,,,,,,,,,No,,,,,,#DIV/0!,Philadelphia American Life Insurance Company,Alaska,,,,,,,,,No,,,,,,#DIV/0!
227,260,Celtic Insurance Company,Montana,16621,7,,0,-586.8,,$0.00 ,($586.80),,No,26998.2,4669.235288,0,0,0,3189.852102,Celtic Insurance Company,Montana,0,,0,0,,,,,No,-586.8,0,-0.741665931,-4.321139883,0,#DIV/0!
228,262,"Madison National Life Insurance Company, Inc.",Georgia,16661,1415,2405,,,,,,,No,216278,142356,26118,,,33.78374558,"Madison National Life Insurance Company, Inc.",Georgia,,499,,,,,,,No,0,0,0,,,#DIV/0!
229,263,The Prudential Insurance Company of America,Nevada,16685,,,,,,,,,No,,,,,,#DIV/0!,The Prudential Insurance Company of America,Nevada,,,,,,,,,No,,,,,,#DIV/0!
231,265,"UnitedHealthcare of the Midwest, Inc.",Illinois,16724,0,0,0,0,0,,,,No,0,0,0,0,0,#DIV/0!,"UnitedHealthcare of the Midwest, Inc.",Illinois,11737,0,424225.77,-702032.46,0,"$424,446.55 ","($702,032.46)",,No,3751180.35,3811020.9,434544.25,89354.83,0,#DIV/0!
232,267,Globe Life and Accident Insurance Co,Maine,16740,,,,,,,,,No,0,0,,,,#DIV/0!,Globe Life and Accident Insurance Co,Maine,,,,,,,,,No,0,0,,,,#DIV/0!
233,268,American Heritage Life Insurance Company,Utah,16830,,,,,,,,,No,0,0,,,,#DIV/0!,American Heritage Life Insurance Company,Utah,,,,,,,,,No,0,0,,,,#DIV/0!
234,269,Globe Life and Accident Insurance Co,Florida,16836,,,,,,,,,No,0,0,,,,#DIV/0!,Globe Life and Accident Insurance Co,Florida,,,,,,,,,No,0,0,,,,#DIV/0!
237,272,Unified Life Insurance Company,Missouri,16943,0,,0,0,,,,,No,0,0,0,0,0,#DIV/0!,Unified Life Insurance Company,Missouri,0,,0,0,,,,,No,0,0,0,0,0,#DIV/0!
238,273,New York Life Insurance Company,District of Columbia,16954,0,,,,,,,,No,-3600.644001,-22482.86,,,,#DIV/0!,New York Life Insurance Company,District of Columbia,0,0,0,0,0,,,,No,0,-10416,0,0,0,#DIV/0!
239,274,Transamerica Life Insurance Company,Alabama,16961,,,,,,,,,No,,,,,,#DIV/0!,Transamerica Life Insurance Company,Alabama,,,,,,,,,No,,,,,,#DIV/0!
240,275,American Income Life Insurance Co,Hawaii,16979,,,,,,,,,No,0,0,,,,#DIV/0!,American Income Life Insurance Co,Hawaii,,,,,,,,,No,0,0,,,,#DIV/0!
242,277,Nippon Life Insurance Company of America,Tennessee,17032,,2737,,,-26949.33,,,"($26,949.33)",No,,,,,,#DIV/0!,Nippon Life Insurance Company of America,Tennessee,,295,,,8032.52,,,"$8,032.52 ",No,,,,,,#DIV/0!
243,279,Liberty Mutual Insurance Company,Colorado,17060,,,,,,,,,No,,,,,,#DIV/0!,Liberty Mutual Insurance Company,Colorado,,,,,,,,,No,,,,,,#DIV/0!
244,280,Liberty Mutual Insurance Company,Louisiana,17086,,,,,,,,,No,,,,,,#DIV/0!,Liberty Mutual Insurance Company,Louisiana,,,,,,,,,No,,,,,,#DIV/0!
245,281,AMERICAN FIDELITY ASSURANCE COMPANY,Oklahoma,17118,,,,,,,,,No,,,,,,#DIV/0!,AMERICAN FIDELITY ASSURANCE COMPANY,Oklahoma,,,,,,,,,No,,,,,,#DIV/0!
246,282,New York Life Insurance Company,Washington,17148,0,,,,,,,,No,-16955.91602,27257.86,,0,0,#DIV/0!,New York Life Insurance Company,Washington,0,0,0,0,0,,,,No,0,-21014,0,0,0,#DIV/0!
249,285,American Income Life Insurance Co,Delaware,17159,,,,,,,,,No,0,0,,,,#DIV/0!,American Income Life Insurance Co,Delaware,,,,,,,,,No,0,0,,,,#DIV/0!
254,293,American Income Life Insurance Co,Rhode Island,17411,,,,,,,,,No,0,0,,,,#DIV/0!,American Income Life Insurance Co,Rhode Island,,,,,,,,,No,0,0,,,,#DIV/0!
255,295,Globe Life and Accident Insurance Co,Vermont,17424,,,,,,,,,No,0,0,,,,#DIV/0!,Globe Life and Accident Insurance Co,Vermont,,,,,,,,,No,0,0,,,,#DIV/0!
258,298,Unified Life Insurance Company,Vermont,17481,0,,0,0,,,,,No,0,0,0,0,0,#DIV/0!,Unified Life Insurance Company,Vermont,0,,0,0,,,,,No,0,0,0,0,0,#DIV/0!
259,299,MAMSI Life and Health Insurance Company,District of Columbia,17498,0,2856,0,0,0,,,,No,3649.32,1512.18,0,0,0,#DIV/0!,MAMSI Life and Health Insurance Company,District of Columbia,0,1494,0,0,0,,,,No,2654.15,3200.68,0,0,0,#DIV/0!
264,304,American Heritage Life Insurance Company,Nebraska,17589,,,,,,,,,No,0,0,,,,#DIV/0!,American Heritage Life Insurance Company,Nebraska,,,,,,,,,No,0,0,,,,#DIV/0!
265,305,TransAmerica Premier Life Insurance,Michigan,17594,,,,,,,,,No,0,0,,,,#DIV/0!,TransAmerica Premier Life Insurance,Michigan,,,,,,,,,No,0,0,,,,#DIV/0!
268,308,Reliance Standard Life Insurance Company,Maryland,17684,,,,,,,,,No,0,0,,,,#DIV/0!,Reliance Standard Life Insurance Company,Maryland,,,,,,,,,No,0,0,,,,#DIV/0!
270,313,American General Life Insurance Company,Maryland,17886,12,,,,,,,,No,45,7,,,,3.166666667,American General Life Insurance Company,Maryland,0,,,,,,,,No,-30,-1317,,,,#DIV/0!
271,314,Reliance Standard Life Insurance Company,Louisiana,17940,,,,,,,,,No,0,0,,,,#DIV/0!,Reliance Standard Life Insurance Company,Louisiana,,,,,,,,,No,0,0,,,,#DIV/0!
272,315,AMERICAN FIDELITY ASSURANCE COMPANY,Georgia,17991,0,,,,,,,,No,,,,,,#DIV/0!,AMERICAN FIDELITY ASSURANCE COMPANY,Georgia,,,,,,,,,No,,,,,,#DIV/0!
274,318,Connecticut General Life Insurance Company,Missouri,18032,12,0,0,0,0,,,,No,-41,-5101,0,0,0,421.6666667,Connecticut General Life Insurance Company,Missouri,0,0,0,0,0,,,,No,165,-9,0,0,0,#DIV/0!
275,319,Trustmark Insurance Company,Minnesota,18102,,,,,,,,,No,,,,,,#DIV/0!,Trustmark Insurance Company,Minnesota,,,,,,,,,No,,,,,,#DIV/0!
280,325,The Prudential Insurance Company of America,Oregon,18280,,,,,,,,,No,,,,,,#DIV/0!,The Prudential Insurance Company of America,Oregon,,,,,,,,,No,,,,,,#DIV/0!
281,326,United Teachers Associates,Vermont,18321,,,,,,,,,No,0,0,,,,#DIV/0!,United Teachers Associates,Vermont,0,,,,,,,,No,0,0,,,,#DIV/0!
285,330,Connecticut General Life Insurance Company,Montana,18409,0,0,0,0,0,,,,No,0,-36,0,0,0,#DIV/0!,Connecticut General Life Insurance Company,Montana,0,0,0,0,0,,,,No,0,-1,0,0,0,#DIV/0!
286,331,Companion Life Insurance Company,Maryland,18473,,,,,,,,,No,0,0,,,,#DIV/0!,Companion Life Insurance Company,Maryland,15,,,,,,,,No,146,0,,,,#DIV/0!
288,333,American Family Mutual Insurance Company,Idaho,18519,0,,,,,,,,No,0,0,,,,#DIV/0!,American Family Mutual Insurance Company,Idaho,0,,,,,,,,No,0,0,0,,,#DIV/0!
292,338,New York Life Insurance Company,New Hampshire,18656,0,,,,,,,,No,-7174.353856,30215,,0,0,#DIV/0!,New York Life Insurance Company,New Hampshire,0,0,0,0,0,,,,No,0,-11344,0,0,0,#DIV/0!
293,339,American States Insurance Company,Minnesota,18696,,,,,,,,,No,,46225.46,,,,#DIV/0!,American States Insurance Company,Minnesota,,,,,,,,,No,,53501.33,,,,#DIV/0!
296,342,Trustmark Insurance Company,Delaware,18791,,,,,,,,,No,,,,,,#DIV/0!,Trustmark Insurance Company,Delaware,,,,,,,,,No,,,,,,#DIV/0!
297,343,Connecticut General Life Insurance Company,Maine,18804,0,0,0,0,0,,,,No,0,-845,0,0,0,#DIV/0!,Connecticut General Life Insurance Company,Maine,0,0,0,0,0,,,,No,0,0,0,0,0,#DIV/0!
298,344,Transamerica Life Insurance Company,Colorado,18808,,,,,,,,,No,,,,,,#DIV/0!,Transamerica Life Insurance Company,Colorado,,,,,,,,,No,,,,,,#DIV/0!
299,345,Transamerica Life Insurance Company,California,18846,,,,,,,,,No,,,,,,#DIV/0!,Transamerica Life Insurance Company,California,,,,,,,,,No,,,,,,#DIV/0!
300,346,American General Life Insurance Company,Delaware,18878,0,,,,,,,,No,0,0,,,,#DIV/0!,American General Life Insurance Company,Delaware,0,,,,,,,,No,0,0,,,,#DIV/0!
303,350,Reserve National Insurance Company,Ohio,19018,,,,,,,,,No,0,0,,,,#DIV/0!,Reserve National Insurance Company,Ohio,,,,,,,,,No,0,0,,,,#DIV/0!
304,351,Federated Mutual Insurance Company,Texas,19046,0,42925,0,0,-727599.82,,,"($727,599.82)",No,0,0,0,0,0,#DIV/0!,Federated Mutual Insurance Company,Texas,0,53397,0,0,-15045.63,,,"($15,045.63)",No,0,0,0,0,0,#DIV/0!
307,356,United American Insurance Co,Alaska,19136,,,,,,,,,No,0,0,,,,#DIV/0!,United American Insurance Co,Alaska,,,,,,,,,No,0,0,,,,#DIV/0!
308,357,Trustmark Insurance Company,Nevada,19166,,,,,,,,,No,,,,,,#DIV/0!,Trustmark Insurance Company,Nevada,,,,,,,,,No,,,,,,#DIV/0!
309,358,BCS Insurance Company,Ohio,19190,,,,,,,,,No,,,,,,#DIV/0!,BCS Insurance Company,Ohio,,,,,,,,,No,,,,,,#DIV/0!
310,360,American Income Life Insurance Co,Nevada,19250,,,,,,,,,No,0,0,,,,#DIV/0!,American Income Life Insurance Co,Nevada,,,,,,,,,No,0,0,,,,#DIV/0!
311,361,Trustmark Life Insurance Company,Illinois,19253,,3562,,0,0,,,,No,0,0,0,0,0,#DIV/0!,Trustmark Life Insurance Company,Illinois,0,0,,0,0,,,,No,0,0,0,0,0,#DIV/0!
312,362,The Prudential Insurance Company of America,New Jersey,19292,,,,,,,,,No,,,,,,#DIV/0!,The Prudential Insurance Company of America,New Jersey,,,,,,,,,No,,,,,,#DIV/0!
315,365,Globe Life and Accident Insurance Co,New Hampshire,19341,,,,,,,,,No,0,0,,,,#DIV/0!,Globe Life and Accident Insurance Co,New Hampshire,,,,,,,,,No,0,0,,,,#DIV/0!
317,368,Cigna Health and Life Insurance Company,Minnesota,19482,0,0,0,0,0,,,,No,0,-740,0,0,0,#DIV/0!,Cigna Health and Life Insurance Company,Minnesota,0,0,0,0,0,,,,No,0,0,0,0,0,#DIV/0!
319,370,New York Life Insurance Company,Mississippi,19492,0,,,,,,,,No,-26545.10837,4018.29,,0,0,#DIV/0!,New York Life Insurance Company,Mississippi,0,0,0,0,0,,,,No,0,-39259,0,0,0,#DIV/0!
321,372,Liberty National Life Insurance Co,Arizona,19509,,,,,,,,,No,0,0,,,,#DIV/0!,Liberty National Life Insurance Co,Arizona,,,,,,,,,No,0,0,,,,#DIV/0!
327,381,"Humana Insurance of Puerto Rico, Inc.",Puerto Rico,19728,301,110013,,,,,,,No,39728.41,26508.16,4327.58,307.4,329,27.42946844,"Humana Insurance of Puerto Rico, Inc.",Puerto Rico,,96529,,,,,,,No,0,1.05,0,0,0.16,#DIV/0!
328,382,Kanawha Insurance Company ,South Dakota,19841,,,,,,,,,No,-378,7560,,,,#DIV/0!,Kanawha Insurance Company ,South Dakota,0,,,,,,,,No,315,89,0,0,0,#DIV/0!
329,383,Mutual of Omaha Insurance Company,Connecticut,19846,,,,,,,,,No,,,,,,#DIV/0!,Mutual of Omaha Insurance Company,Connecticut,,,,,,,,,No,,,,,,#DIV/0!
332,386,AMERICAN FIDELITY ASSURANCE COMPANY,North Dakota,19903,,,,,,,,,No,,,,,,#DIV/0!,AMERICAN FIDELITY ASSURANCE COMPANY,North Dakota,,,,,,,,,No,,,,,,#DIV/0!
333,387,United American Insurance Co,Iowa,19905,,,,,,,,,No,0,0,,,,#DIV/0!,United American Insurance Co,Iowa,,,,,,,,,No,0,0,,,,#DIV/0!
337,391,Thrivent Financial for Lutherans,Alabama,20014,,,,,,,,,No,,,,,,#DIV/0!,Thrivent Financial for Lutherans,Alabama,,,,,,,,,No,,,,,,#DIV/0!
338,393,Reserve National Insurance Company,Iowa,20063,,,,,,,,,No,0,0,,,,#DIV/0!,Reserve National Insurance Company,Iowa,,,,,,,,,No,0,0,,,,#DIV/0!
339,396,AMERICAN FIDELITY ASSURANCE COMPANY,Missouri,20081,85,,,,,,,,No,,,,,,0,AMERICAN FIDELITY ASSURANCE COMPANY,Missouri,,,,,,,,,No,,,,,,#DIV/0!
346,403,The Prudential Insurance Company of America,North Carolina,20248,,,,,,,,,No,,,,,,#DIV/0!,The Prudential Insurance Company of America,North Carolina,,,,,,,,,No,,,,,,#DIV/0!
347,404,Thrivent Financial for Lutherans,West Virginia,20290,,,,,,,,,No,,,,,,#DIV/0!,Thrivent Financial for Lutherans,West Virginia,,,,,,,,,No,,,,,,#DIV/0!
348,405,Mutual of Omaha Insurance Company,North Carolina,20294,,,,,,,,,No,,,,,,#DIV/0!,Mutual of Omaha Insurance Company,North Carolina,,,,,,,,,No,,,,,,#DIV/0!
349,406,United Teachers Associates,Arkansas,20338,0,,,,,,,,No,0,0,0,0,0,#DIV/0!,United Teachers Associates,Arkansas,0,,,,,,,,No,0,0,,,,#DIV/0!
350,407,Unified Life Insurance Company,Connecticut,20347,0,,0,0,,,,,No,0,0,0,0,0,#DIV/0!,Unified Life Insurance Company,Connecticut,0,,0,0,,,,,No,0,0,0,0,0,#DIV/0!
352,409,Cigna Health and Life Insurance Company,Hawaii,20427,1,0,0,0,0,,,,No,461,-690,0,0,0,1151,Cigna Health and Life Insurance Company,Hawaii,0,0,0,0,0,,,,No,0,-23,0,0,0,#DIV/0!
355,412,American Republic Insurance Company,Kansas,20483,,,,,,,,,No,,,,,,#DIV/0!,American Republic Insurance Company,Kansas,,,,,,,,,No,,,,,,#DIV/0!
359,416,Thrivent Financial for Lutherans,Mississippi,20515,,,,,,,,,No,,,,,,#DIV/0!,Thrivent Financial for Lutherans,Mississippi,,,,,,,,,No,,,,,,#DIV/0!
363,421,Union Security Insurance Company,District of Columbia,20604,0,0,0,0,0,,,,No,0,0,0,0,0,#DIV/0!,Union Security Insurance Company,District of Columbia,0,0,0,0,0,,,,No,0,0,0,0,0,#DIV/0!
364,422,Philadelphia American Life Insurance Company,Maine,20630,,,,,,,,,No,,,,,,#DIV/0!,Philadelphia American Life Insurance Company,Maine,,,,,,,,,No,,,,,,#DIV/0!
365,423,PHP Insurance Company,Michigan,20662,,25176,,,-127949,,,"($127,949.20)",No,0,0,,,,#DIV/0!,PHP Insurance Company,Michigan,,28751,,,-40531.33,,,"($40,531.33)",No,0,0,,,,#DIV/0!
370,428,"ADVANTAGE Health Solutions, Inc",Indiana,20855,,81840,,,,,,,No,0,0,,,,#DIV/0!,"ADVANTAGE Health Solutions, Inc",Indiana,,128479,,,,,,,No,0,0,,,,#DIV/0!
373,431,Union Security Insurance Company,Ohio,20920,0,145,0,0,0,,,,No,0,0,0,0,0,#DIV/0!,Union Security Insurance Company,Ohio,0,0,0,0,0,,,,No,0,0,0,0,0,#DIV/0!
374,432,HIP Insurance Company of New York,New York,20984,177,0,,,,,,,Yes,-1023833.12,171961.514,2126.95,41065.596,51072.76,-7288.474237,HIP Insurance Company of New York,New York,0,0,,,,,,,Yes,0,0,0,0,0,#DIV/0!
376,434,"UnitedHealthcare of the Mid-Atlantic, Inc.",District of Columbia,21066,0,0,0,0,0,,,,No,0,0,0,0,0,#DIV/0!,"UnitedHealthcare of the Mid-Atlantic, Inc.",District of Columbia,0,288,0,0,-46276.28,,,"($46,276.28)",No,0,-16.66,0,0,0,#DIV/0!
377,436,The Prudential Insurance Company of America,Alaska,21076,,,,,,,,,No,,,,,,#DIV/0!,The Prudential Insurance Company of America,Alaska,,,,,,,,,No,,,,,,#DIV/0!
378,437,Philadelphia American Life Insurance Company,Kentucky,21100,,,,,,,,,No,,,,,,#DIV/0!,Philadelphia American Life Insurance Company,Kentucky,,,,,,,,,No,,,,,,#DIV/0!
380,440,Union Fidelity Life Insurance Company,Mississippi,21208,,,,,,,,,No,,,,,,#DIV/0!,Union Fidelity Life Insurance Company,Mississippi,,,,,,,,,No,,,,,,#DIV/0!
382,442,United American Insurance Co,Connecticut,21306,,,,,,,,,No,0,0,,,,#DIV/0!,United American Insurance Co,Connecticut,,,,,,,,,No,0,0,,,,#DIV/0!
383,443,American Republic Insurance Company,Illinois,21334,61,,,,,,,,No,6330.83,-1309.1,0,0,0,125.2447541,American Republic Insurance Company,Illinois,,,,,,,,,No,,,,,,#DIV/0!
386,446,Liberty Mutual Insurance Company,Puerto Rico,21403,,,,,,,,,No,,,,,,#DIV/0!,Liberty Mutual Insurance Company,Puerto Rico,,,,,,,,,No,,,,,,#DIV/0!
387,447,Unified Life Insurance Company,New Mexico,21419,0,,0,0,,,,,No,0,0,0,0,0,#DIV/0!,Unified Life Insurance Company,New Mexico,0,,0,0,,,,,No,0,0,0,0,0,#DIV/0!
389,450,New York Life Insurance Company,Kentucky,21495,0,,,,,,,,No,-27402.86277,53207.86,,0,0,#DIV/0!,New York Life Insurance Company,Kentucky,0,0,0,0,0,,,,No,0,-31411,0,0,0,#DIV/0!
390,451,Trustmark Insurance Company,Arizona,21496,,,,,,,,,No,,,,,,#DIV/0!,Trustmark Insurance Company,Arizona,,,,,,,,,No,,,,,,#DIV/0!
391,452,Standard Security Life Insurance Company of New York,Kansas,21502,356,674,,,,,,,No,62724,13054,1858,,,134.3033708,Standard Security Life Insurance Company of New York,Kansas,,,,,,,,,No,0,0,0,,,#DIV/0!
394,456,American Income Life Insurance Co,Vermont,21555,,,,,,,,,No,0,0,,,,#DIV/0!,American Income Life Insurance Co,Vermont,,,,,,,,,No,0,0,,,,#DIV/0!
397,459,Unimerica Insurance Company,Virginia,21621,0,0,0,0,0,,,,No,0,0,0,0,0,#DIV/0!,Unimerica Insurance Company,Virginia,0,0,0,0,0,,,,No,0,0,0,0,0,#DIV/0!
399,462,The Prudential Insurance Company of America,New Hampshire,21684,,,,,,,,,No,,,,,,#DIV/0!,The Prudential Insurance Company of America,New Hampshire,,,,,,,,,No,,,,,,#DIV/0!
401,464,Standard Security Life Insurance Company of New York,Virginia,21731,0,210,,,,,,,No,0,0,0,,,#DIV/0!,Standard Security Life Insurance Company of New York,Virginia,,,,,,,,,No,0,0,,,,#DIV/0!
403,467,Union Security Insurance Company,Louisiana,21857,0,0,0,0,0,,,,No,0,0,0,0,0,#DIV/0!,Union Security Insurance Company,Louisiana,0,0,0,0,0,,,,No,0,0,0,0,0,#DIV/0!
405,469,American Heritage Life Insurance Company,Illinois,21909,,,,,,,,,No,0,0,,,,#DIV/0!,American Heritage Life Insurance Company,Illinois,,,,,,,,,No,0,0,,,,#DIV/0!
407,471,Liberty National Life Insurance Co,Arkansas,22011,,,,,,,,,No,0,0,,,,#DIV/0!,Liberty National Life Insurance Co,Arkansas,,,,,,,,,No,0,0,,,,#DIV/0!
409,475,Liberty Mutual Insurance Company,Ohio,22110,,,,,,,,,No,,,,,,#DIV/0!,Liberty Mutual Insurance Company,Ohio,,,,,,,,,No,,,,,,#DIV/0!
410,476,AMERICAN FIDELITY ASSURANCE COMPANY,Hawaii,22131,,,,,,,,,No,,,,,,#DIV/0!,AMERICAN FIDELITY ASSURANCE COMPANY,Hawaii,,,,,,,,,No,,,,,,#DIV/0!
412,479,Liberty Mutual Insurance Company,Iowa,22201,,,,,,,,,No,,,,,,#DIV/0!,Liberty Mutual Insurance Company,Iowa,,,,,,,,,No,,,,,,#DIV/0!
417,484,TransAmerica Premier Life Insurance,Indiana,22273,,,,,,,,,No,0,0,,,,#DIV/0!,TransAmerica Premier Life Insurance,Indiana,,,,,,,,,No,0,0,,,,#DIV/0!
418,486,"MD-Individual Practice Association, Inc",Virginia,22325,0,0,0,0,0,,,,No,0,0,0,0,0,#DIV/0!,"MD-Individual Practice Association, Inc",Virginia,0,0,0,0,0,,,,No,0,0,0,0,0,#DIV/0!
419,487,Transamerica Life Insurance Company,Oklahoma,22356,,,,,,,,,No,,,,,,#DIV/0!,Transamerica Life Insurance Company,Oklahoma,,,,,,,,,No,,,,,,#DIV/0!
422,490,Coventry Health & Life Insurance Company,Louisiana,22381,0,2852,0,0,-37335.04,,,"($37,335.05)",No,0,0,0,0,0,#DIV/0!,Coventry Health & Life Insurance Company,Louisiana,0,2099,0,0,-65433.61,,,"($65,433.61)",No,0,0,0,0,0,#DIV/0!
426,494,American Republic Insurance Company,Maine,22484,,,,,,,,,No,,,,,,#DIV/0!,American Republic Insurance Company,Maine,,,,,,,,,No,,,,,,#DIV/0!
427,495,US Health and Life Insurance Company,Wisconsin,22554,,28026,,,,,,"($5,690.86)",No,,,,,,#DIV/0!,US Health and Life Insurance Company,Wisconsin,,3434,,,,,,"($3,848.16)",No,,,,,,#DIV/0!
428,496,Reliance Standard Life Insurance Company,Idaho,22600,,,,,,,,,No,0,0,,,,#DIV/0!,Reliance Standard Life Insurance Company,Idaho,,,,,,,,,No,0,0,,,,#DIV/0!
431,499,American Heritage Life Insurance Company,Arkansas,22690,,,,,,,,,No,0,0,,,,#DIV/0!,American Heritage Life Insurance Company,Arkansas,,,,,,,,,No,0,0,,,,#DIV/0!
432,500,Globe Life and Accident Insurance Co,Arkansas,22703,,,,,,,,,No,0,0,,,,#DIV/0!,Globe Life and Accident Insurance Co,Arkansas,,,,,,,,,No,0,0,,,,#DIV/0!
436,504,All Savers Insurance Company,Connecticut,22742,0,0,0,0,0,,,,No,0,0,0,0,0,#DIV/0!,All Savers Insurance Company,Connecticut,0,0,0,0,0,,,,No,0,302.61,0,0,0,#DIV/0!
439,507,United American Insurance Co,Arkansas,22830,,,,,,,,,No,0,0,,,,#DIV/0!,United American Insurance Co,Arkansas,,,,,,,,,No,0,0,,,,#DIV/0!
441,510,Thrivent Financial for Lutherans,Missouri,22974,,,,,,,,,No,,,,,,#DIV/0!,Thrivent Financial for Lutherans,Missouri,,,,,,,,,No,,,,,,#DIV/0!
442,511,"Madison National Life Insurance Company, Inc.",Arizona,23029,14965,1784,,,-4301.14,,,"($4,301.51)",No,2097652,1019927,65410,,,67.64550618,"Madison National Life Insurance Company, Inc.",Arizona,,84,,,-9942.8,,,"($9,938.88)",No,0,0,0,,,#DIV/0!
443,512,Transamerica Life Insurance Company,Rhode Island,23044,,,,,,,,,No,,,,,,#DIV/0!,Transamerica Life Insurance Company,Rhode Island,,,,,,,,,No,,,,,,#DIV/0!
452,522,Washington National Insurance Company,Maine,23419,,,,,,,,,No,,,,,,#DIV/0!,Washington National Insurance Company,Maine,,,,,,,,,No,,,,,,#DIV/0!
453,524,New Era Life Insurance Company of the MidWest,Georgia,23444,,,,,,,,,No,,,,,,#DIV/0!,New Era Life Insurance Company of the MidWest,Georgia,,,,,,,,,No,,,,,,#DIV/0!
454,525,Cigna Health and Life Insurance Company,New Jersey,23458,18,14472,0,0,67015,,,"$67,014.80 ",No,3382,-11676,44,144,1,826.0555556,Cigna Health and Life Insurance Company,New Jersey,0,6611,0,0,177416,,,"$177,415.53 ",No,0,1026,0,0,0,#DIV/0!
458,530,Celtic Insurance Company,New York,23522,0,,0,0,,,,,No,95946,0,0,0,0,#DIV/0!,Celtic Insurance Company,New York,0,,0,0,,,,,No,325.3,0,0.411151887,2.395478534,0,#DIV/0!
459,531,Paramount Care of Michigan,Michigan,23592,,1523,,,130384,,,"$130,383.94 ",No,0,0,,,,#DIV/0!,Paramount Care of Michigan,Michigan,,666,,,-93353.98,,,"($93,353.98)",No,0,0,,,,#DIV/0!
462,534,Celtic Insurance Company,California,23633,43,,0,0,,,,,No,63620,89545.18773,17998,3491,0,-1102.655529,Celtic Insurance Company,California,0,,0,0,,,,,No,0,0,0,0,0,#DIV/0!
463,535,"Cigna HealthCare of California, Inc.",California,23663,405,1063,0,0,0,,,,No,286083,1590373,460161,0,27,-4356.735802,"Cigna HealthCare of California, Inc.",California,0,10861,0,0,0,,,,No,-931,-673483,0,0,0,#DIV/0!
466,540,The Prudential Insurance Company of America,Massachusetts,23775,,,,,,,,,No,,,,,,#DIV/0!,The Prudential Insurance Company of America,Massachusetts,,,,,,,,,No,,,,,,#DIV/0!
467,541,Connecticut General Life Insurance Company,Arkansas,23816,0,0,0,0,0,,,,No,0,-3888,0,115,0,#DIV/0!,Connecticut General Life Insurance Company,Arkansas,0,0,0,0,0,,,,No,0,-2,0,0,0,#DIV/0!
470,544,Philadelphia American Life Insurance Company,Wyoming,23871,,,,,,,,,No,,,,,,#DIV/0!,Philadelphia American Life Insurance Company,Wyoming,,,,,,,,,No,,,,,,#DIV/0!
