,Company Name_x,State_x,HIOS ID,MM Individual_x,MM Small Group_x,Expected Reinsurance_x,Expected Risk Adjustment Individual_x,Expected Risk Adjustment Small Group_x,Actual Reinsurance_x,Actual Risk Adjustment Individual_x,Actual Risk Adjustment Small Group_x,Nonprofit_x,Expected Reinsurance Per Member Month_x,Actual Reinsurance Per Member Month_x,Expected Risk Adjustment Per Member Month Individual_x,Actual Risk Adjustment Per Member Month Individual_x,Expected Risk Adjustment Per Member Month Small Group_x,Actual Risk Adjustment Per Member Month Small Group_x,Difference in Reinsurance Per Member Month_x,Difference in Risk Adjustment Individual Per Member Month_x,Difference in Risk Adjustment Small Group Per Member Month_x,Total Loss 2014,Company Name_y,State_y,MM Individual_y,MM Small Group_y,Expected Reinsurance_y,Expected Risk Adjustment Individual_y,Expected Risk Adjustment Small Group_y,Actual Reinsurance_y,Actual Risk Adjustment Individual_y,Actual Risk Adjustment Small Group_y,Nonprofit_y,Expected Reinsurance Per Member Month_y,Actual Reinsurance Per Member Month_y,Expected Risk Adjustment Per Member Month Individual_y,Actual Risk Adjustment Per Member Month Individual_y,Expected Risk Adjustment Per Member Month Small Group_y,Actual Risk Adjustment Per Member Month Small Group_y,Difference in Reinsurance Per Member Month_y,Difference in Risk Adjustment Individual Per Member Month_y,Difference in Risk Adjustment Small Group Per Member Month_y
56,BlueCross and BlueShield of South Carolina,South Carolina,26065.0,936558.0,823623.0,22076003.0,6653943.0,-254611.0,22076003.24,6653943.39,-254611.31,No,23.57,23.57,7.1,7.1,-0.31,-0.31,0.0,0.0,0.0,28475335.32,BlueCross and BlueShield of South Carolina,South Carolina,1019835.0,805213.0,26785971.0,8615923.0,2446555.0,26799911.31,8615922.98,2446555.38,No,26.27,26.28,8.45,8.45,3.04,3.04,0.01,0.0,0.0
57,QCC Insurance Company,Pennsylvania,31609.0,631413.0,808320.0,67630617.0,50795146.0,13315932.0,67630617.15,50795145.81,13315931.52,No,107.11,107.11,80.45,80.45,16.47,16.47,0.0,0.0,0.0,131741694.5,QCC Insurance Company,Pennsylvania,525833.0,851405.0,43118173.0,64851297.0,24985337.0,43123145.04,64851297.02,24985336.8,No,82.0,82.01,123.33,123.33,29.35,29.35,0.01,0.0,0.0
58,"BLUE CROSS & BLUE SHIELD OF MISSISSIPPI, A MUTUAL INSURANCE COMPANY",Mississippi,11721.0,764940.0,807922.0,6452873.0,4539848.0,356246.0,6452872.9,4539847.85,356245.91,No,8.44,8.44,5.93,5.93,0.44,0.44,0.0,0.0,0.0,11348966.66,"BLUE CROSS & BLUE SHIELD OF MISSISSIPPI, A MUTUAL INSURANCE COMPANY",Mississippi,793293.0,816408.0,8230686.0,2213376.0,27685.0,8234968.46,2213375.4,27685.38,No,10.38,10.38,2.79,2.79,0.03,0.03,0.01,0.0,0.0
59,Aetna Life Insurance Company,California,40733.0,63292.0,796551.0,0.0,0.0,-1499244.71,,,-1519853.96,No,0.0,,0.0,,-1.88,-1.91,,,-0.03,,Aetna Life Insurance Company,California,15408.0,633699.0,0.0,0.0,26508182.01,,,26507101.9,No,0.0,,0.0,,41.83,41.83,,,0.0
60,USAble Mutual Insurance Company,Arkansas,75293.0,2575654.0,788859.0,64727145.97,14435474.74,497318.54,64727145.97,14435474.74,381417.67,Yes,25.13,25.13,5.6,5.6,0.63,0.48,0.0,0.0,-0.15,79544038.38,USAble Mutual Insurance Company,Arkansas,3088102.0,801647.0,64786425.56,8441174.73,1095119.44,64811130.09,8441174.73,1078908.44,Yes,20.98,20.99,2.73,2.73,1.37,1.35,0.01,0.0,-0.02
61,"Humana Medical Plan, Inc. ",Florida,35783.0,1990616.0,764794.0,119899412.3,-80860989.32,-6552473.44,119899412.3,-80860989.32,-6552473.44,No,60.23,60.23,-40.62,-40.62,-8.57,-8.57,0.0,0.0,0.0,32485949.51,"Humana Medical Plan, Inc. ",Florida,3470273.0,851617.0,136763089.1,-135056370.8,-11511826.07,136834264.8,-135056370.83,-11511826.07,No,39.41,39.43,-38.92,-38.92,-13.52,-13.52,0.02,0.0,0.0
62,"Tufts Associated Health Maintenance Organization, Inc.",Massachusetts,29125.0,159433.0,750718.0,9896287.0,1195841.0,5630826.0,9896287.04,,,Yes,62.07,62.07,7.5,,7.5,,0.0,,,,"Tufts Associated Health Maintenance Organization, Inc.",Massachusetts,129455.0,606516.0,5502579.0,454550.0,2129634.0,5505443.18,,,Yes,42.51,42.53,3.51,,3.51,,0.02,,
63,Health Net Life Insurance Company,California,99110.0,670834.0,739749.0,96305759.81,53801059.26,-1149328.11,96305759.81,53801059.26,-1149328.11,No,143.56,143.56,80.2,80.2,-1.55,-1.55,0.0,0.0,0.0,148957491,Health Net Life Insurance Company,California,444015.0,1101301.0,94298229.42,53436905.52,11419865.92,94347305.12,53436905.52,11418011.12,No,212.38,212.49,120.35,120.35,10.37,10.37,0.11,0.0,0.0
64,"Rocky Mountain Hospital and Medical Service, Inc., dba Anthem Blue Cross and Blue Shield",Colorado,87269.0,751693.0,722035.0,0.0,0.0,2272512.0,,,2272512.47,No,0.0,,0.0,,3.15,3.15,,,0.0,,"Rocky Mountain Hospital and Medical Service, Inc., dba Anthem Blue Cross and Blue Shield",Colorado,534111.0,677758.0,3299621.05,-318263.67,-1239886.17,3292837.76,-318263.67,-1239886.17,No,6.18,6.17,-0.6,-0.6,-1.83,-1.83,-0.01,0.0,0.0
65,"UnitedHealthcare of Florida, Inc.",Florida,68398.0,8953.0,709422.0,0.0,0.0,1650597.6,,,1650597.6,No,0.0,,0.0,,2.33,2.33,,,0.0,,"UnitedHealthcare of Florida, Inc.",Florida,1434483.0,753362.0,75440222.47,14473029.3,-4281455.39,75479361.88,14572435.15,-4380861.24,No,52.59,52.62,10.09,10.16,-5.68,-5.82,0.03,0.07,-0.13
66,"HealthKeepers, Inc.",Virginia,88380.0,891623.0,693806.0,53997035.62,-11644623.0,899570.0,53997035.62,-11644622.19,899569.67,No,60.56,60.56,-13.06,-13.06,1.3,1.3,0.0,0.0,0.0,43251983.1,"HealthKeepers, Inc.",Virginia,2282806.0,598828.0,77192433.74,-13597420.4,-2356689.22,77211953.05,-13597420.4,-2356689.22,No,33.81,33.82,-5.96,-5.96,-3.94,-3.94,0.01,0.0,0.0
67,Kaiser Foundation Health Plan of Colorado,Colorado,21032.0,819397.0,664202.0,26956985.0,-33664831.0,-3582183.0,26956984.91,-33664830.89,-3582183.17,Yes,32.9,32.9,-41.08,-41.08,-5.39,-5.39,0.0,0.0,0.0,-10290029.15,Kaiser Foundation Health Plan of Colorado,Colorado,829731.0,627193.0,20531573.0,-7630793.0,951160.0,20539222.46,-7630792.84,951160.48,Yes,24.74,24.75,-9.2,-9.2,1.52,1.52,0.01,0.0,0.0
68,Noridian Mutual Insurance Company,North Dakota,37160.0,487298.0,662969.0,13433148.0,1088178.0,309403.0,13433148.25,1088177.61,309402.76,Yes,27.57,27.57,2.23,2.23,0.47,0.47,0.0,0.0,0.0,14830728.62,Noridian Mutual Insurance Company,North Dakota,514810.0,623553.0,12577778.91,1716903.71,22846.7,12584324.78,1716903.71,22846.4,Yes,24.43,24.44,3.34,3.34,0.04,0.04,0.01,0.0,0.0
69,UnitedHealthcare Insurance Company,Colorado,67879.0,27168.0,648310.0,0.0,-2066.1,3696892.88,,,3694826.77,No,0.0,,-0.08,,5.7,5.7,,,0.0,,UnitedHealthcare Insurance Company,Colorado,19084.0,553156.0,0.0,45418.85,933904.89,,,979323.74,No,0.0,,2.38,,1.69,1.77,,,0.08
70,"ConnectiCare, Insurance Company Inc",Connecticut,94815.0,263102.0,640290.0,13128000.0,-10949000.0,-7957000.0,13127918.24,-10948959.34,-7957364.87,No,49.9,49.9,-41.62,-41.61,-12.43,-12.43,0.0,0.0,0.0,-5778405.97,"ConnectiCare, Insurance Company Inc",Connecticut,482538.0,790744.0,17813284.44,-26170707.0,-10932640.0,17822555.02,-26170707.17,-10932640.17,No,36.92,36.94,-54.24,-54.24,-13.83,-13.83,0.02,0.0,0.0
71,Blue Cross & Blue Shield of Rhode Island,Rhode Island,15287.0,413678.0,633682.0,23394917.0,539946.0,2903420.0,23394916.92,570729.73,2903419.54,Yes,56.55,56.55,1.31,1.38,4.58,4.58,0.0,0.07,0.0,26869066.19,Blue Cross & Blue Shield of Rhode Island,Rhode Island,297884.0,586445.0,11360205.38,9680258.57,5753305.59,11366007.86,9680258.57,5753305.59,Yes,38.14,38.16,32.5,32.5,9.81,9.81,0.02,0.0,0.0
72,UnitedHealthcare Insurance Company,Indiana,72850.0,1149.0,629735.0,0.0,-142199.44,-2960693.62,,,-3241006.75,No,0.0,,-123.76,,-4.7,-5.15,,,-0.45,,UnitedHealthcare Insurance Company,Indiana,2194.0,761207.0,0.0,311363.69,-6610852.4,,,-6771739.27,No,0.0,,141.92,,-8.68,-8.9,,,-0.21
73,"Neighborhood Health Partnership, Inc.",Florida,80779.0,10782.0,617289.0,0.0,0.0,-171191.73,,,-171191.73,No,0.0,,0.0,,-0.28,-0.28,,,0.0,,"Neighborhood Health Partnership, Inc.",Florida,7636.0,554192.0,0.0,0.0,-338156.26,,,-338156.26,No,0.0,,0.0,,-0.61,-0.61,,,0.0
74,Humana Insurance Company,Illinois,68303.0,337863.0,590776.0,8206407.61,8268175.79,4255065.52,8206407.61,8268175.79,4255065.52,No,24.29,24.29,24.47,24.47,7.2,7.2,0.0,0.0,0.0,20729648.92,Humana Insurance Company,Illinois,86198.0,397474.0,3776222.99,3845784.08,1343082.51,3778188.26,4859821.84,1632766.92,No,43.81,43.83,44.62,56.38,3.38,4.11,0.02,11.76,0.73
75,HealthNow New York Inc.,New York,40064.0,48638.0,588220.0,3350324.17,8832941.19,13095627.55,0.0,-9077.56,-54673.38,Yes,68.88,0.0,181.61,-0.19,22.26,-0.09,-68.88,-181.79,-22.36,-63750.94,HealthNow New York Inc.,New York,85075.0,609043.0,3723122.82,7587765.38,1838807.64,0.0,3626.81,-68200.88,Yes,43.76,0.0,89.19,0.04,3.02,-0.11,-43.76,-89.15,-3.13
76,"HMO Louisiana, Inc.",Louisiana,19636.0,337975.0,562886.0,11532268.0,-12245987.0,-674764.0,11532268.15,-12245987.34,-674763.59,No,34.12,34.12,-36.23,-36.23,-1.2,-1.2,0.0,0.0,0.0,-1388482.78,"HMO Louisiana, Inc.",Louisiana,599791.0,532442.0,18986651.02,-30654005.69,-1581186.14,18992557.99,-30654005.69,-1581186.14,No,31.66,31.67,-51.11,-51.11,-2.97,-2.97,0.01,0.0,0.0
77,"HealthAssurance Pennsylvania, Inc.",Pennsylvania,93838.0,4102.0,561514.0,0.0,0.0,-1641283.35,,,-1641283.35,No,0.0,,0.0,,-2.92,-2.92,,,0.0,,"HealthAssurance Pennsylvania, Inc.",Pennsylvania,270.0,568755.0,0.0,0.0,-58719.48,,,-58719.48,No,0.0,,0.0,,-0.1,-0.1,,,0.0
78,Triple-S Salud Inc.,Puerto Rico,32901.0,1007883.0,555471.0,,,,,,,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Triple-S Salud Inc.,Puerto Rico,845817.0,487386.0,,,,,,,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,"Matthew Thornton Health Plan, Inc.",New Hampshire,96751.0,389176.0,553020.0,15647565.3,-5300322.0,182178.0,15647565.3,-5300321.87,182178.31,No,40.21,40.21,-13.62,-13.62,0.33,0.33,0.0,0.0,0.0,10529421.74,"Matthew Thornton Health Plan, Inc.",New Hampshire,359424.0,436267.0,8346793.28,156537.94,1480182.4,8351137.21,156537.94,1480182.4,No,23.22,23.23,0.44,0.44,3.39,3.39,0.01,0.0,0.0
80,UnitedHealthcare Insurance Company,Ohio,56726.0,5787.0,552184.0,0.0,-10553.98,2241950.76,,,2231396.77,No,0.0,,-1.82,,4.06,4.04,,,-0.02,,UnitedHealthcare Insurance Company,Ohio,4768.0,402846.0,0.0,10083.12,1765119.28,,,1775202.4,No,0.0,,2.11,,4.38,4.41,,,0.03
81,Medica Insurance Company,Minnesota,31616.0,271330.0,551537.0,8295441.04,-11637872.8,-4213354.17,8295441.04,-11637872.8,-4213354.17,No,30.57,30.57,-42.89,-42.89,-7.64,-7.64,0.0,0.0,0.0,-7555785.93,Medica Insurance Company,Minnesota,138388.0,192529.0,4412954.0,-5042829.0,9261068.0,4415250.76,-5042829.16,9261067.53,No,31.89,31.9,-36.44,-36.44,48.1,48.1,0.02,0.0,0.0
82,"Humana Health Plan, Inc.",Kentucky,15411.0,301919.0,547482.0,7877805.71,1152387.48,-1929958.7,7877805.71,1152387.48,-1929958.7,No,26.09,26.09,3.82,3.82,-3.53,-3.53,0.0,0.0,0.0,7100234.49,"Humana Health Plan, Inc.",Kentucky,189064.0,624026.0,6817802.85,3404519.29,-1964729.71,6821351.04,3404519.29,-1964729.71,No,36.06,36.08,18.01,18.01,-3.15,-3.15,0.02,0.0,0.0
83,Optima Health Plan,Virginia,20507.0,199052.0,546331.0,14833381.0,19660297.0,1872934.0,14833380.88,19660297.48,1872934.03,Yes,74.52,74.52,98.77,98.77,3.43,3.43,0.0,0.0,0.0,36366612.39,Optima Health Plan,Virginia,412840.0,389074.0,17767827.9,42170520.55,6375531.18,17769218.56,42170520.55,6375531.18,Yes,43.04,43.04,102.15,102.15,16.39,16.39,0.0,0.0,0.0
84,UnitedHealthcare Insurance Company,Missouri,95426.0,4617.0,542131.0,0.0,259525.47,-602346.22,,,-342820.74,No,0.0,,56.21,,-1.11,-0.63,,,0.48,,UnitedHealthcare Insurance Company,Missouri,4821.0,629836.0,0.0,-9402.0,2812286.9,,,2802884.9,No,0.0,,-1.95,,4.47,4.45,,,-0.01
85,"Oxford Health Plans (NJ), Inc",New Jersey,48834.0,58243.0,519317.0,5793980.12,10751310.14,-120834.31,5793980.12,10751310.08,-120834.31,No,99.48,99.48,184.59,184.59,-0.23,-0.23,0.0,0.0,0.0,16424455.89,"Oxford Health Plans (NJ), Inc",New Jersey,137784.0,209708.0,12194137.14,18952235.0,-185240.53,12200483.35,18952235.0,-185240.53,No,88.5,88.55,137.55,137.55,-0.88,-0.88,0.05,0.0,0.0
86,"Blue Cross and Blue Shield of Arizona, Inc.",Arizona,53901.0,1649769.0,518338.0,43210443.35,14331092.97,1494667.03,43210443.35,14331092.97,1494667.03,Yes,26.19,26.19,8.69,8.69,2.88,2.88,0.0,0.0,0.0,59036203.35,"Blue Cross and Blue Shield of Arizona, Inc.",Arizona,1857597.0,534916.0,51794337.83,6800593.86,-837227.17,51821293.19,20131634.31,-837227.17,Yes,27.88,27.9,3.66,10.84,-1.57,-1.57,0.01,7.18,0.0
87,Freelancers Health Service Corporation,New York,71644.0,827785.0,516143.0,58217806.98,-28181608.63,-51624477.43,58217806.98,-28222332.5,-52013211.07,No,70.33,70.33,-34.04,-34.09,-100.02,-100.77,0.0,-0.05,-0.75,-22017736.59,Freelancers Health Service Corporation,New York,1358859.0,681644.0,51736710.0,-37496765.0,-153842015.4,51763635.04,-37496765.22,-153842015.39,No,38.07,38.09,-27.59,-27.59,-225.69,-225.69,0.02,0.0,0.0
88,Compcare Health Services Insurance Corporation,Wisconsin,79475.0,367520.0,514265.0,21561323.04,-5890043.0,-663369.0,21561323.02,-5890042.47,-663368.87,No,58.67,58.67,-16.03,-16.03,-1.29,-1.29,0.0,0.0,0.0,15007911.68,Compcare Health Services Insurance Corporation,Wisconsin,255521.0,452760.0,11965745.76,9974580.81,-212388.05,11971973.11,9974580.81,-212388.05,No,46.83,46.85,39.04,39.04,-0.47,-0.47,0.02,0.0,0.0
89,"AmeriHealth HMO, Inc.",New Jersey,77606.0,258158.0,512704.0,14451040.0,-23904728.0,-7051443.0,14451039.66,-24464783.28,-7051442.97,No,55.98,55.98,-92.6,-94.77,-13.75,-13.75,0.0,-2.17,0.0,-17065186.59,"AmeriHealth HMO, Inc.",New Jersey,179483.0,213554.0,8822692.0,-4859745.0,-14888625.0,8830357.66,-4859744.69,-14888625.2,No,49.16,49.2,-27.08,-27.08,-69.72,-69.72,0.04,0.0,0.0
90,Regence BlueCross BlueShield of Utah,Utah,22013.0,405320.0,512345.0,4866765.0,524048.0,1370534.0,4866764.79,524047.97,1299608.61,Yes,12.01,12.01,1.29,1.29,2.68,2.54,0.0,0.0,-0.14,6690421.37,Regence BlueCross BlueShield of Utah,Utah,234400.0,429542.0,4737947.0,1591756.0,-1352263.0,4740413.21,1629776.02,-1352263.41,Yes,20.21,20.22,6.79,6.95,-3.15,-3.15,0.01,0.16,0.0
91,"Oxford Health Insurance, Inc.",New Jersey,77263.0,135146.0,511038.0,14105003.88,32850777.59,8813481.23,14105003.88,32851467.14,8812791.52,No,104.37,104.37,243.08,243.08,17.25,17.24,0.0,0.01,0.0,55769262.54,"Oxford Health Insurance, Inc.",New Jersey,94349.0,713116.0,16252850.81,44956827.36,5734971.58,16261309.29,44955766.0,5736032.94,No,172.26,172.35,476.5,476.48,8.04,8.04,0.09,-0.01,0.0
92,Regence BlueShield,Washington,87718.0,634134.0,508653.0,58586000.0,32594721.0,15618187.0,58586000.12,32511257.78,15701650.08,Yes,92.39,92.39,51.4,51.27,30.7,30.87,0.0,-0.13,0.16,106798908,Regence BlueShield,Washington,552202.0,455891.0,32427807.0,25764919.0,21866758.0,32444683.34,25715713.27,21915964.21,Yes,58.72,58.76,46.66,46.57,47.96,48.07,0.03,-0.09,0.11
93,UnitedHealthcare Insurance Company,California,95677.0,12461.0,503041.0,0.0,-414.46,4047451.69,,,4029609.65,No,0.0,,-0.03,,8.05,8.01,,,-0.04,,UnitedHealthcare Insurance Company,California,10567.0,492637.0,0.0,-87458.1,3094688.83,,,3006738.38,No,0.0,,-8.28,,6.28,6.1,,,-0.18
94,"First Priority Life Insurance Company, Inc.",Pennsylvania,55957.0,335976.0,500708.0,19949106.0,585146.0,1050495.0,19949105.81,585146.21,1050494.99,No,59.38,59.38,1.74,1.74,2.1,2.1,0.0,0.0,0.0,21584747.01,"First Priority Life Insurance Company, Inc.",Pennsylvania,470448.0,468163.0,22703971.0,-3237217.0,-305361.0,22715787.15,-3237217.38,-305360.64,No,48.26,48.29,-6.88,-6.88,-0.65,-0.65,0.03,0.0,0.0
95,"Group Hospitalization and Medical Services, Inc",District of Columbia,78079.0,91636.0,491235.0,2071230.11,1803989.23,8238082.97,2071230.11,1803989.23,8238082.97,Yes,22.6,22.6,19.69,19.69,16.77,16.77,0.0,0.0,0.0,12113302.31,"Group Hospitalization and Medical Services, Inc",District of Columbia,78795.0,468211.0,2536672.32,3510581.06,15545279.87,2537992.49,3510581.06,15545279.98,Yes,32.19,32.21,44.55,44.55,33.2,33.2,0.02,0.0,0.0
96,"Health Options, Inc.",Florida,30252.0,866970.0,491056.0,61800974.0,28345076.86,-1315789.0,61800974.07,32115302.73,-1315788.63,No,71.28,71.28,32.69,37.04,-2.68,-2.68,0.0,4.35,0.0,92600488.17,"Health Options, Inc.",Florida,1110889.0,496403.0,50025871.0,81745568.0,-4176091.0,49987278.15,81745567.9,-4176090.84,No,45.03,45.0,73.59,73.59,-8.41,-8.41,-0.03,0.0,0.0
97,"Highmark West Virginia, Inc.",West Virginia,31274.0,374909.0,491027.0,26810291.0,128656.0,-413254.0,26810291.22,128655.69,-413253.52,Yes,71.51,71.51,0.34,0.34,-0.84,-0.84,0.0,0.0,0.0,26525693.39,"Highmark West Virginia, Inc.",West Virginia,511698.0,473363.0,33439790.0,-71601.0,1261986.0,33457193.36,-71601.45,1261985.57,Yes,65.35,65.38,-0.14,-0.14,2.67,2.67,0.03,0.0,0.0
98,UnitedHealthcare Insurance Company,Arizona,82011.0,10904.0,486523.0,0.0,-10561.15,2975655.18,,,2961325.69,No,0.0,,-0.97,,6.12,6.09,,,-0.03,,UnitedHealthcare Insurance Company,Arizona,7959.0,455517.0,0.0,81312.32,4888845.01,,,4970157.33,No,0.0,,10.22,,10.73,10.91,,,0.18
99,Independent Health Benefits Corporation,New York,18029.0,37626.0,482984.0,2866729.0,6206051.0,4431711.0,2847602.18,6203465.48,4211250.12,Yes,76.19,75.68,164.94,164.87,9.18,8.72,-0.51,-0.07,-0.46,13262317.78,Independent Health Benefits Corporation,New York,45191.0,414772.0,2253463.0,6710761.0,4587941.0,2216885.52,7655906.8,7032740.32,Yes,49.87,49.06,148.5,169.41,11.06,16.96,-0.81,20.91,5.89
100,UnitedHealthcare Insurance Company,North Carolina,69347.0,4295.0,477146.0,0.0,2105.98,-17980.08,,,-15874.11,No,0.0,,0.49,,-0.04,-0.03,,,0.0,,UnitedHealthcare Insurance Company,North Carolina,3025.0,443252.0,0.0,-32276.53,-2274460.07,,,-2306736.6,No,0.0,,-10.67,,-5.13,-5.2,,,-0.07
101,"Blue Cross of Idaho Health Service, Inc.",Idaho,61589.0,1042265.0,476090.0,46067383.55,-7228265.36,569390.0,46067383.55,-7228265.36,557788.36,Yes,44.2,44.2,-6.94,-6.94,1.2,1.17,0.0,0.0,-0.02,39396906.55,"Blue Cross of Idaho Health Service, Inc.",Idaho,1019070.0,499500.0,38695123.0,-5152221.99,2750572.03,38715261.37,-5152221.99,2750572.03,Yes,37.97,37.99,-5.06,-5.06,5.51,5.51,0.02,0.0,0.0
102,Coventry Health & Life Insurance Company,Missouri,44240.0,1281780.0,469773.0,67069336.47,-15447831.9,308569.39,36558693.78,-16394921.63,308569.39,No,52.33,28.52,-12.05,-12.79,0.66,0.66,-23.8,-0.74,0.0,20472341.54,Coventry Health & Life Insurance Company,Missouri,1752758.0,360569.0,59835189.72,-22528151.66,-239352.1,31011926.25,-20980901.39,-233857.65,No,34.14,17.69,-12.85,-11.97,-0.66,-0.65,-16.44,0.88,0.02
103,Aetna Life Insurance Company,Arizona,84251.0,146265.0,456985.0,3503089.05,-437141.1,-3368034.74,3503089.05,-437141.1,-3375392.32,No,23.95,23.95,-2.99,-2.99,-7.37,-7.39,0.0,0.0,-0.02,-309444.37,Aetna Life Insurance Company,Arizona,127740.0,421935.0,1613468.24,-3663100.18,-4599781.33,1614307.95,-3663100.18,-4599781.33,No,12.63,12.64,-28.68,-28.68,-10.9,-10.9,0.01,0.0,0.0
104,Fallon Community Health Plan,Massachusetts,88806.0,73650.0,456555.0,-265035.1,-2370159.0,-9491071.0,2543005.0,,,Yes,-3.6,34.53,-32.18,,-20.79,,38.13,,,,Fallon Community Health Plan,Massachusetts,83136.0,297977.0,2170876.96,-548538.32,-2168339.57,2396568.39,,,Yes,26.11,28.83,-6.6,,-7.28,,2.71,,
105,AmeriHealth Insurance Company of New Jersey,New Jersey,91762.0,796319.0,455609.0,62373022.0,-25466472.0,-9401983.0,62373022.13,-27270588.68,-9401983.1,No,78.33,78.33,-31.98,-34.25,-20.64,-20.64,0.0,-2.27,0.0,25700450.35,AmeriHealth Insurance Company of New Jersey,New Jersey,543379.0,444759.0,49625516.0,38267701.0,-7350774.0,49658797.4,38267701.25,-7350774.16,No,91.33,91.39,70.43,70.43,-16.53,-16.53,0.06,0.0,0.0
106,BLUE CROSS AND BLUE SHIELD OF KANSAS CITY,Missouri,34762.0,630607.0,442946.0,25923279.05,18053572.29,2682326.2,25923279.05,18053572.29,2682326.2,Yes,41.11,41.11,28.63,28.63,6.06,6.06,0.0,0.0,0.0,46659177.54,BLUE CROSS AND BLUE SHIELD OF KANSAS CITY,Missouri,659275.0,349948.0,22853856.76,20705929.36,-325653.6,22865750.61,20705929.36,-325653.6,Yes,34.67,34.68,31.41,31.41,-0.93,-0.93,0.02,0.0,0.0
107,"Neighborhood Health Plan, Inc.",Massachusetts,41304.0,293889.0,434996.0,11255924.12,-2128337.0,-25517916.0,11225924.12,,,Yes,38.3,38.2,-7.24,,-58.66,,-0.1,,,,"Neighborhood Health Plan, Inc.",Massachusetts,590554.0,549573.0,25504454.0,56154919.0,-40972893.0,25517727.66,,,Yes,43.19,43.21,95.09,,-74.55,,0.02,,
108,Blue Cross and Blue Shield of Nebraska,Nebraska,29678.0,992595.0,434242.0,38604318.76,1379197.77,3588744.99,38604318.76,1379197.77,3588744.99,Yes,38.89,38.89,1.39,1.39,8.26,8.26,0.0,0.0,0.0,43572261.52,Blue Cross and Blue Shield of Nebraska,Nebraska,847755.0,361056.0,32356285.0,8208131.0,1086662.44,32361756.58,13541049.63,3977257.76,Yes,38.17,38.17,9.68,15.97,3.01,11.02,0.01,6.29,8.01
109,Aetna Life Insurance Company,Connecticut,39159.0,394978.0,430042.0,5454083.6,2822391.75,2719970.89,5454083.6,2822391.74,2719970.89,No,13.81,13.81,7.15,7.15,6.32,6.32,0.0,0.0,0.0,10996446.23,Aetna Life Insurance Company,Connecticut,93291.0,433610.0,4541714.71,-621770.44,-610884.79,4544078.36,-621770.44,-610884.79,No,48.68,48.71,-6.66,-6.66,-1.41,-1.41,0.03,0.0,0.0
110,PacificSource Health Plans,Oregon,10091.0,127744.0,427433.0,10421046.0,3133280.74,359544.0,10259771.48,3133280.74,359543.94,Yes,81.58,80.32,24.53,24.53,0.84,0.84,-1.26,0.0,0.0,13752596.16,PacificSource Health Plans,Oregon,94382.0,289647.0,8478959.06,6385295.65,-263011.36,8483371.78,6385295.65,-263011.36,Yes,89.84,89.88,67.65,67.65,-0.91,-0.91,0.05,0.0,0.0
111,Aetna Health of Utah Inc.,Utah,38927.0,142404.0,419799.0,3138343.27,-1640855.99,349014.15,3138343.27,-1640855.99,347136.03,No,22.04,22.04,-11.52,-11.52,0.83,0.83,0.0,0.0,0.0,1844623.31,Aetna Health of Utah Inc.,Utah,131934.0,275220.0,2270806.33,-3519378.65,-991146.89,2271988.13,-3519378.66,-991146.89,No,17.21,17.22,-26.68,-26.68,-3.6,-3.6,0.01,0.0,0.0
112,"Summa Insurance Company, Inc.",Ohio,52664.0,71873.0,419640.0,4527308.0,-360679.0,1182290.0,4527307.52,-360679.09,1182289.72,No,62.99,62.99,-5.02,-5.02,2.82,2.82,0.0,0.0,0.0,5348918.15,"Summa Insurance Company, Inc.",Ohio,53021.0,375458.0,2386505.0,35682.0,2820323.0,2387747.27,35681.99,2820322.62,No,45.01,45.03,0.67,0.67,7.51,7.51,0.02,0.0,0.0
113,"Geisinger Quality Options, Inc.",Pennsylvania,75729.0,136674.0,412989.0,2772466.89,490533.38,-2827499.0,2772466.89,490533.38,-2827499.0,No,20.29,20.29,3.59,3.59,-6.85,-6.85,0.0,0.0,0.0,435501.27,"Geisinger Quality Options, Inc.",Pennsylvania,96868.0,280427.0,1545945.08,1142253.34,-1613339.93,1529545.49,1142253.34,-1613339.93,No,15.96,15.79,11.79,11.79,-5.75,-5.75,-0.17,0.0,0.0
114,"CareFirst BlueChoice, Inc.",District of Columbia,86052.0,85443.0,411734.0,1900356.26,-1007058.65,-6732251.48,1900356.26,-1007058.65,-6732251.48,No,22.24,22.24,-11.79,-11.79,-16.35,-16.35,0.0,0.0,0.0,-5838953.87,"CareFirst BlueChoice, Inc.",District of Columbia,110036.0,440289.0,3019983.96,-1630614.04,-10757047.39,3021555.65,-1630614.05,-10757047.29,No,27.45,27.46,-14.82,-14.82,-24.43,-24.43,0.01,0.0,0.0
115,Humana Insurance Company,Texas,63141.0,1152876.0,409270.0,21797558.59,5252230.85,-1055927.97,21797558.59,5252230.85,-1055927.97,No,18.91,18.91,4.56,4.56,-2.58,-2.58,0.0,0.0,0.0,25993861.47,Humana Insurance Company,Texas,960435.0,291529.0,22949252.24,16542107.09,-1192747.03,22961195.74,16542107.09,-1192747.03,No,23.89,23.91,17.22,17.22,-4.09,-4.09,0.01,0.0,0.0
